"Site","Date","Type","Analysis","count","year","month","day","DOY","notes"
"ODNR 6",2022-07-18,"Dissolved","stx_elisa_final",0.060957309,2022,7,18,199,"belowdetection"
"ODNR 6",2022-07-18,"Total","mc_elisa_final",0.363151777,2022,7,18,199,""
"ODNR 6",2022-07-18,"Total","stx_elisa_final",0.045811005,2022,7,18,199,""
"ODNR 4",2022-07-18,"Total","mc_elisa_final",0.35151632,2022,7,18,199,""
"ODNR 4",2022-07-18,"Total","stx_elisa_final",NA,2022,7,18,199,""
"ODNR 4",2022-07-18,"Dissolved","mc_elisa_final",NA,2022,7,18,199,"belowdetection"
"ODNR 4",2022-07-18,"Dissolved","stx_elisa_final",NA,2022,7,18,199,"belowdetection"
"Bridge",2022-07-18,"Total","mc_elisa_final",0.465011334,2022,7,18,199,""
"Bridge",2022-07-18,"Total","stx_elisa_final",0.02288672,2022,7,18,199,""
"Bridge",2022-07-18,"Dissolved","mc_elisa_final",NA,2022,7,18,199,"belowdetection"
"Bridge",2022-07-18,"Dissolved","stx_elisa_final",NA,2022,7,18,199,"belowdetection"
"ODNR 2",2022-07-18,"Total","mc_elisa_final",0.152740492,2022,7,18,199,""
"ODNR 2",2022-07-18,"Total","stx_elisa_final",NA,2022,7,18,199,""
"ODNR 2",2022-07-18,"Dissolved","mc_elisa_final",NA,2022,7,18,199,"belowdetection"
"ODNR 2",2022-07-18,"Dissolved","stx_elisa_final",NA,2022,7,18,199,"belowdetection"
"ODNR 1",2022-07-18,"Total","mc_elisa_final",NA,2022,7,18,199,"belowdetection"
"ODNR 1",2022-07-18,"Total","stx_elisa_final",NA,2022,7,18,199,"belowdetection"
"ODNR 1",2022-07-18,"Dissolved","mc_elisa_final",0.219825687,2022,7,18,199,""
"ODNR 1",2022-07-18,"Dissolved","stx_elisa_final",NA,2022,7,18,199,""
"Buoy 2",2022-07-18,"Total","mc_elisa_final",0.209883413,2022,7,18,199,""
"Buoy 2",2022-07-18,"Total","stx_elisa_final",NA,2022,7,18,199,""
"Buoy 2",2022-07-18,"Dissolved","mc_elisa_final",NA,2022,7,18,199,"belowdetection"
"Buoy 2",2022-07-18,"Dissolved","stx_elisa_final",NA,2022,7,18,199,"belowdetection"
"EC 1163",2022-07-18,"Total","mc_elisa_final",0.193446956,2022,7,18,199,""
"EC 1163",2022-07-18,"Total","stx_elisa_final",NA,2022,7,18,199,""
"EC 1163",2022-07-18,"Dissolved","mc_elisa_final",NA,2022,7,18,199,"belowdetection"
"EC 1163",2022-07-18,"Dissolved","stx_elisa_final",NA,2022,7,18,199,"belowdetection"
"Bells",2022-07-18,"Total","mc_elisa_final",0.20497141,2022,7,18,199,""
"Bells",2022-07-18,"Total","stx_elisa_final",NA,2022,7,18,199,""
"Bells",2022-07-18,"Dissolved","mc_elisa_final",NA,2022,7,18,199,"belowdetection"
"Bells",2022-07-18,"Dissolved","stx_elisa_final",NA,2022,7,18,199,"belowdetection"
"Causeway",2022-07-18,"Total","mc_elisa_final",0.288995675,2022,7,18,199,""
"Causeway",2022-07-18,"Total","stx_elisa_final",NA,2022,7,18,199,""
"Causeway",2022-07-18,"Dissolved","mc_elisa_final",NA,2022,7,18,199,"belowdetection"
"Causeway",2022-07-18,"Dissolved","stx_elisa_final",NA,2022,7,18,199,"belowdetection"
"Marina",2022-07-18,"Total","mc_elisa_final",0.221319466,2022,7,18,199,""
"Marina",2022-07-18,"Total","stx_elisa_final",NA,2022,7,18,199,""
"Marina",2022-07-18,"Dissolved","mc_elisa_final",0.221126439,2022,7,18,199,""
"Marina",2022-07-18,"Dissolved","stx_elisa_final",NA,2022,7,18,199,""
"Muddy Creek",2022-07-25,"Total","mc_elisa_final",NA,2022,7,25,206,"belowdetection"
"Muddy Creek",2022-07-25,"Total","stx_elisa_final",NA,2022,7,25,206,"belowdetection"
"Muddy Creek",2022-07-25,"Dissolved","mc_elisa_final",NA,2022,7,25,206,"belowdetection"
"Muddy Creek",2022-07-25,"Dissolved","stx_elisa_final",NA,2022,7,25,206,"belowdetection"
"ODNR 6",2022-07-25,"Total","mc_elisa_final",0.887840771,2022,7,25,206,""
"ODNR 6",2022-07-25,"Total","stx_elisa_final",NA,2022,7,25,206,""
"ODNR 6",2022-07-25,"Dissolved","mc_elisa_final",0.268315967,2022,7,25,206,""
"ODNR 6",2022-07-25,"Dissolved","stx_elisa_final",NA,2022,7,25,206,""
"ODNR 4",2022-07-25,"Total","mc_elisa_final",0.366961176,2022,7,25,206,""
"ODNR 4",2022-07-25,"Total","stx_elisa_final",NA,2022,7,25,206,""
"ODNR 4",2022-07-25,"Dissolved","mc_elisa_final",0.225261764,2022,7,25,206,""
"ODNR 4",2022-07-25,"Dissolved","stx_elisa_final",NA,2022,7,25,206,""
"Bridge",2022-07-25,"Total","mc_elisa_final",0.389717651,2022,7,25,206,""
"Bridge",2022-07-25,"Total","stx_elisa_final",NA,2022,7,25,206,""
"Bridge",2022-07-25,"Dissolved","mc_elisa_final",NA,2022,7,25,206,"belowdetection"
"Bridge",2022-07-25,"Dissolved","stx_elisa_final",NA,2022,7,25,206,"belowdetection"
"ODNR 2",2022-07-25,"Total","mc_elisa_final",0.729517169,2022,7,25,206,""
"ODNR 2",2022-07-25,"Total","stx_elisa_final",NA,2022,7,25,206,""
"ODNR 2",2022-07-25,"Dissolved","mc_elisa_final",0.577540031,2022,7,25,206,""
"ODNR 2",2022-07-25,"Dissolved","stx_elisa_final",NA,2022,7,25,206,""
"ODNR 1",2022-07-25,"Total","mc_elisa_final",0.369071065,2022,7,25,206,""
"ODNR 1",2022-07-25,"Total","stx_elisa_final",NA,2022,7,25,206,""
"ODNR 1",2022-07-25,"Dissolved","mc_elisa_final",NA,2022,7,25,206,"belowdetection"
"ODNR 1",2022-07-25,"Dissolved","stx_elisa_final",NA,2022,7,25,206,"belowdetection"
"Buoy 2",2022-07-25,"Total","mc_elisa_final",0.410973826,2022,7,25,206,""
"Buoy 2",2022-07-25,"Total","stx_elisa_final",NA,2022,7,25,206,""
"Buoy 2",2022-07-25,"Dissolved","mc_elisa_final",0.222642768,2022,7,25,206,""
"Buoy 2",2022-07-25,"Dissolved","stx_elisa_final",NA,2022,7,25,206,""
"EC 1163",2022-07-25,"Total","mc_elisa_final",0.219266346,2022,7,25,206,""
"EC 1163",2022-07-25,"Total","stx_elisa_final",NA,2022,7,25,206,""
"EC 1163",2022-07-25,"Dissolved","mc_elisa_final",NA,2022,7,25,206,"belowdetection"
"EC 1163",2022-07-25,"Dissolved","stx_elisa_final",NA,2022,7,25,206,"belowdetection"
"Bells",2022-07-25,"Total","mc_elisa_final",NA,2022,7,25,206,"belowdetection"
"Bells",2022-07-25,"Total","stx_elisa_final",NA,2022,7,25,206,"belowdetection"
"Bells",2022-07-25,"Dissolved","mc_elisa_final",NA,2022,7,25,206,"belowdetection"
"Bells",2022-07-25,"Dissolved","stx_elisa_final",NA,2022,7,25,206,"belowdetection"
"Causeway",2022-07-25,"Total","mc_elisa_final",NA,2022,7,25,206,"belowdetection"
"Causeway",2022-07-25,"Total","stx_elisa_final",NA,2022,7,25,206,"belowdetection"
"Causeway",2022-07-25,"Dissolved","mc_elisa_final",0.15,2022,7,25,206,""
"Causeway",2022-07-25,"Dissolved","stx_elisa_final",NA,2022,7,25,206,""
"Muddy Creek",2022-08-01,"Total","mc_elisa_final",0.359274339,2022,8,1,213,""
"Muddy Creek",2022-08-01,"Total","stx_elisa_final",NA,2022,8,1,213,""
"Muddy Creek",2022-08-01,"Dissolved","mc_elisa_final",NA,2022,8,1,213,"belowdetection"
"Muddy Creek",2022-08-01,"Dissolved","stx_elisa_final",NA,2022,8,1,213,"belowdetection"
"ODNR 6",2022-08-01,"Total","mc_elisa_final",0.321690664,2022,8,1,213,""
"ODNR 6",2022-08-01,"Total","stx_elisa_final",NA,2022,8,1,213,""
"ODNR 6",2022-08-01,"Dissolved","mc_elisa_final",NA,2022,8,1,213,"belowdetection"
"ODNR 6",2022-08-01,"Dissolved","stx_elisa_final",NA,2022,8,1,213,"belowdetection"
"ODNR 4",2022-08-01,"Total","mc_elisa_final",0.187193862,2022,8,1,213,""
"ODNR 4",2022-08-01,"Total","stx_elisa_final",NA,2022,8,1,213,""
"ODNR 4",2022-08-01,"Dissolved","mc_elisa_final",NA,2022,8,1,213,"belowdetection"
"ODNR 4",2022-08-01,"Dissolved","stx_elisa_final",NA,2022,8,1,213,"belowdetection"
"Bridge",2022-08-01,"Total","mc_elisa_final",0.236401712,2022,8,1,213,""
"Bridge",2022-08-01,"Total","stx_elisa_final",NA,2022,8,1,213,""
"Bridge",2022-08-01,"Dissolved","mc_elisa_final",0.221938084,2022,8,1,213,""
"Bridge",2022-08-01,"Dissolved","stx_elisa_final",NA,2022,8,1,213,""
"ODNR 2",2022-08-01,"Total","mc_elisa_final",NA,2022,8,1,213,"belowdetection"
"ODNR 2",2022-08-01,"Total","stx_elisa_final",NA,2022,8,1,213,"belowdetection"
"ODNR 2",2022-08-01,"Dissolved","mc_elisa_final",NA,2022,8,1,213,"belowdetection"
"ODNR 2",2022-08-01,"Dissolved","stx_elisa_final",NA,2022,8,1,213,"belowdetection"
"ODNR 1",2022-08-01,"Total","mc_elisa_final",0.207259359,2022,8,1,213,""
"ODNR 1",2022-08-01,"Total","stx_elisa_final",NA,2022,8,1,213,""
"ODNR 1",2022-08-01,"Dissolved","mc_elisa_final",NA,2022,8,1,213,"belowdetection"
"ODNR 1",2022-08-01,"Dissolved","stx_elisa_final",NA,2022,8,1,213,"belowdetection"
"Buoy 2",2022-08-01,"Total","mc_elisa_final",0.229813564,2022,8,1,213,""
"Buoy 2",2022-08-01,"Total","stx_elisa_final",NA,2022,8,1,213,""
"Buoy 2",2022-08-01,"Dissolved","mc_elisa_final",0.227842632,2022,8,1,213,""
"Buoy 2",2022-08-01,"Dissolved","stx_elisa_final",NA,2022,8,1,213,""
"EC 1163",2022-08-01,"Total","mc_elisa_final",0.200345025,2022,8,1,213,""
"EC 1163",2022-08-01,"Total","stx_elisa_final",NA,2022,8,1,213,""
"EC 1163",2022-08-01,"Dissolved","mc_elisa_final",NA,2022,8,1,213,"belowdetection"
"EC 1163",2022-08-01,"Dissolved","stx_elisa_final",NA,2022,8,1,213,"belowdetection"
"Bells",2022-08-01,"Total","mc_elisa_final",0.895045578,2022,8,1,213,""
"Bells",2022-08-01,"Total","stx_elisa_final",NA,2022,8,1,213,""
"Bells",2022-08-01,"Dissolved","mc_elisa_final",NA,2022,8,1,213,"belowdetection"
"Bells",2022-08-01,"Dissolved","stx_elisa_final",NA,2022,8,1,213,"belowdetection"
"Causeway",2022-08-01,"Total","mc_elisa_final",NA,2022,8,1,213,"belowdetection"
"Causeway",2022-08-01,"Total","stx_elisa_final",NA,2022,8,1,213,"belowdetection"
"Causeway",2022-08-01,"Dissolved","mc_elisa_final",NA,2022,8,1,213,"belowdetection"
"Causeway",2022-08-01,"Dissolved","stx_elisa_final",NA,2022,8,1,213,"belowdetection"
"ODNR 6",2022-08-09,"Total","mc_elisa_final",0.324584571,2022,8,9,221,""
"ODNR 6",2022-08-09,"Total","stx_elisa_final",NA,2022,8,9,221,""
"ODNR 6",2022-08-09,"Dissolved","mc_elisa_final",NA,2022,8,9,221,"belowdetection"
"ODNR 6",2022-08-09,"Dissolved","stx_elisa_final",NA,2022,8,9,221,"belowdetection"
"ODNR 4",2022-08-09,"Total","mc_elisa_final",0.352725276,2022,8,9,221,""
"ODNR 4",2022-08-09,"Total","stx_elisa_final",NA,2022,8,9,221,""
"ODNR 4",2022-08-09,"Dissolved","mc_elisa_final",0.176569075,2022,8,9,221,""
"ODNR 4",2022-08-09,"Dissolved","stx_elisa_final",NA,2022,8,9,221,""
"Bridge",2022-08-09,"Total","mc_elisa_final",0.199699323,2022,8,9,221,""
"Bridge",2022-08-09,"Total","stx_elisa_final",NA,2022,8,9,221,""
"Bridge",2022-08-09,"Dissolved","mc_elisa_final",0.153393274,2022,8,9,221,""
"Bridge",2022-08-09,"Dissolved","stx_elisa_final",NA,2022,8,9,221,""
"ODNR 2",2022-08-09,"Total","mc_elisa_final",0.212899246,2022,8,9,221,""
"ODNR 2",2022-08-09,"Total","stx_elisa_final",NA,2022,8,9,221,""
"ODNR 2",2022-08-09,"Dissolved","mc_elisa_final",0.234757501,2022,8,9,221,""
"ODNR 2",2022-08-09,"Dissolved","stx_elisa_final",NA,2022,8,9,221,""
"ODNR 1",2022-08-09,"Total","mc_elisa_final",NA,2022,8,9,221,"belowdetection"
"ODNR 1",2022-08-09,"Total","stx_elisa_final",NA,2022,8,9,221,"belowdetection"
"ODNR 1",2022-08-09,"Dissolved","mc_elisa_final",NA,2022,8,9,221,"belowdetection"
"ODNR 1",2022-08-09,"Dissolved","stx_elisa_final",NA,2022,8,9,221,"belowdetection"
"Causeway",2022-08-09,"Total","mc_elisa_final",NA,2022,8,9,221,"belowdetection"
"Causeway",2022-08-09,"Total","stx_elisa_final",NA,2022,8,9,221,"belowdetection"
"Causeway",2022-08-09,"Dissolved","mc_elisa_final",NA,2022,8,9,221,"belowdetection"
"Causeway",2022-08-09,"Dissolved","stx_elisa_final",NA,2022,8,9,221,"belowdetection"
"Muddy Creek",2022-08-15,"Total","mc_elisa_final",NA,2022,8,15,227,"belowdetection"
"Muddy Creek",2022-08-15,"Total","stx_elisa_final",NA,2022,8,15,227,"belowdetection"
"Muddy Creek",2022-08-15,"Dissolved","mc_elisa_final",0.45,2022,8,15,227,""
"Muddy Creek",2022-08-15,"Dissolved","stx_elisa_final",NA,2022,8,15,227,""
"ODNR 6",2022-08-15,"Total","mc_elisa_final",NA,2022,8,15,227,"belowdetection"
"ODNR 6",2022-08-15,"Total","stx_elisa_final",NA,2022,8,15,227,"belowdetection"
"ODNR 4",2022-08-15,"Total","mc_elisa_final",0.205797483,2022,8,15,227,""
"ODNR 4",2022-08-15,"Total","stx_elisa_final",NA,2022,8,15,227,""
"ODNR 4",2022-08-15,"Dissolved","mc_elisa_final",0.181133504,2022,8,15,227,""
"ODNR 4",2022-08-15,"Dissolved","stx_elisa_final",NA,2022,8,15,227,""
"Bridge",2022-08-15,"Total","mc_elisa_final",0.199417737,2022,8,15,227,""
"Bridge",2022-08-15,"Total","stx_elisa_final",NA,2022,8,15,227,""
"Bridge",2022-08-15,"Dissolved","mc_elisa_final",NA,2022,8,15,227,"belowdetection"
"Bridge",2022-08-15,"Dissolved","stx_elisa_final",NA,2022,8,15,227,"belowdetection"
"ODNR 2",2022-08-15,"Total","mc_elisa_final",0.273534066,2022,8,15,227,""
"ODNR 2",2022-08-15,"Total","stx_elisa_final",NA,2022,8,15,227,""
"ODNR 2",2022-08-15,"Dissolved","mc_elisa_final",NA,2022,8,15,227,"belowdetection"
"ODNR 2",2022-08-15,"Dissolved","stx_elisa_final",NA,2022,8,15,227,"belowdetection"
"ODNR 1",2022-08-15,"Total","mc_elisa_final",NA,2022,8,15,227,"belowdetection"
"ODNR 1",2022-08-15,"Total","stx_elisa_final",NA,2022,8,15,227,"belowdetection"
"ODNR 1",2022-08-15,"Dissolved","mc_elisa_final",NA,2022,8,15,227,"belowdetection"
"ODNR 1",2022-08-15,"Dissolved","stx_elisa_final",NA,2022,8,15,227,"belowdetection"
"Buoy 2",2022-08-15,"Total","mc_elisa_final",0.276972536,2022,8,15,227,""
"Buoy 2",2022-08-15,"Total","stx_elisa_final",NA,2022,8,15,227,""
"Buoy 2",2022-08-15,"Dissolved","mc_elisa_final",NA,2022,8,15,227,"belowdetection"
"Buoy 2",2022-08-15,"Dissolved","stx_elisa_final",NA,2022,8,15,227,"belowdetection"
"EC 1163",2022-08-15,"Total","mc_elisa_final",NA,2022,8,15,227,"belowdetection"
"EC 1163",2022-08-15,"Total","stx_elisa_final",NA,2022,8,15,227,"belowdetection"
"EC 1163",2022-08-15,"Dissolved","mc_elisa_final",NA,2022,8,15,227,"belowdetection"
"EC 1163",2022-08-15,"Dissolved","stx_elisa_final",NA,2022,8,15,227,"belowdetection"
"Causeway",2022-08-15,"Total","mc_elisa_final",NA,2022,8,15,227,"belowdetection"
"Causeway",2022-08-15,"Total","stx_elisa_final",NA,2022,8,15,227,"belowdetection"
"Causeway",2022-08-15,"Dissolved","mc_elisa_final",NA,2022,8,15,227,"belowdetection"
"Causeway",2022-08-15,"Dissolved","stx_elisa_final",NA,2022,8,15,227,"belowdetection"
"Muddy Creek",2022-08-29,"Total","mc_elisa_final",NA,2022,8,29,241,"belowdetection"
"Muddy Creek",2022-08-29,"Total","stx_elisa_final",NA,2022,8,29,241,"belowdetection"
"Muddy Creek",2022-08-29,"Dissolved","mc_elisa_final",NA,2022,8,29,241,"belowdetection"
"Muddy Creek",2022-08-29,"Dissolved","stx_elisa_final",NA,2022,8,29,241,"belowdetection"
"ODNR 6",2022-08-29,"Total","mc_elisa_final",0.32587716,2022,8,29,241,""
"ODNR 6",2022-08-29,"Total","stx_elisa_final",NA,2022,8,29,241,""
"ODNR 6",2022-08-29,"Dissolved","mc_elisa_final",NA,2022,8,29,241,"belowdetection"
"ODNR 6",2022-08-29,"Dissolved","stx_elisa_final",NA,2022,8,29,241,"belowdetection"
"ODNR 4",2022-08-29,"Total","mc_elisa_final",0.264667277,2022,8,29,241,""
"ODNR 4",2022-08-29,"Total","stx_elisa_final",NA,2022,8,29,241,""
"ODNR 4",2022-08-29,"Dissolved","mc_elisa_final",NA,2022,8,29,241,"belowdetection"
"ODNR 4",2022-08-29,"Dissolved","stx_elisa_final",NA,2022,8,29,241,"belowdetection"
"Bridge",2022-08-29,"Total","mc_elisa_final",0.347676306,2022,8,29,241,""
"Bridge",2022-08-29,"Total","stx_elisa_final",NA,2022,8,29,241,""
"Bridge",2022-08-29,"Dissolved","mc_elisa_final",NA,2022,8,29,241,"belowdetection"
"Bridge",2022-08-29,"Dissolved","stx_elisa_final",NA,2022,8,29,241,"belowdetection"
"ODNR 2",2022-08-29,"Total","mc_elisa_final",0.244356156,2022,8,29,241,""
"ODNR 2",2022-08-29,"Total","stx_elisa_final",NA,2022,8,29,241,""
"ODNR 2",2022-08-29,"Dissolved","mc_elisa_final",NA,2022,8,29,241,"belowdetection"
"ODNR 2",2022-08-29,"Dissolved","stx_elisa_final",NA,2022,8,29,241,"belowdetection"
"ODNR 1",2022-08-29,"Total","mc_elisa_final",0.286531586,2022,8,29,241,""
"ODNR 1",2022-08-29,"Total","stx_elisa_final",NA,2022,8,29,241,""
"ODNR 1",2022-08-29,"Dissolved","mc_elisa_final",NA,2022,8,29,241,"belowdetection"
"ODNR 1",2022-08-29,"Dissolved","stx_elisa_final",NA,2022,8,29,241,"belowdetection"
"Buoy 2",2022-08-29,"Total","mc_elisa_final",0.244045012,2022,8,29,241,""
"Buoy 2",2022-08-29,"Total","stx_elisa_final",NA,2022,8,29,241,""
"Buoy 2",2022-08-29,"Dissolved","mc_elisa_final",NA,2022,8,29,241,"belowdetection"
"Buoy 2",2022-08-29,"Dissolved","stx_elisa_final",NA,2022,8,29,241,"belowdetection"
"EC 1163",2022-08-29,"Total","mc_elisa_final",0.193314459,2022,8,29,241,""
"EC 1163",2022-08-29,"Total","stx_elisa_final",NA,2022,8,29,241,""
"EC 1163",2022-08-29,"Dissolved","mc_elisa_final",NA,2022,8,29,241,"belowdetection"
"EC 1163",2022-08-29,"Dissolved","stx_elisa_final",NA,2022,8,29,241,"belowdetection"
"Causeway",2022-08-29,"Total","mc_elisa_final",NA,2022,8,29,241,"belowdetection"
"Causeway",2022-08-29,"Total","stx_elisa_final",NA,2022,8,29,241,"belowdetection"
"Causeway",2022-08-29,"Dissolved","mc_elisa_final",0.21659079,2022,8,29,241,""
"Causeway",2022-08-29,"Dissolved","stx_elisa_final",NA,2022,8,29,241,""
